PORFOBILINOGNIO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"PORFOBILINOGNIO, QUANTITATIVO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"PROTENA DE BENCE JONES, QUANTITATIVA (CADEIAS LEVES LIVRES, KAPPA E LAMBDA, URINA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROVA DE CONCENTRAO URINRIA COM RESTRIO HDRICA E ACETATO DE DESMOPRESSINA (DDAVP),,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"ROTINA DE URINA (EXAME MACROSCPICO E FSICO, INCLUINDO PH E DENSIDADE; TESTES QUMICOS PARA
GLICOSE, PROTENA, CORPOS CETNICOS, BILIRRUBINA, HEMOGLOBINA E UROBILINOGNIO; EXAME
MICROSCPICO DO SEDIMENTO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"UROPORFIRINAS, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"EXAME DA BILE E DO SUCO DUODENAL (CARACTERES FSICOS E EXAME MICROSCPICO E
PARASITOLGICO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
GASTROACIDOGRAMA - SECREO BASAL PARA 60 MINUTOS E 4 AMOSTRAS APS O ESTMULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
PESQUISA DE EOSINFILOS EM MUCO NASAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TESTE DE FUNO PANCRETICA APS ESTIMULAO PELA SECRETINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"TESTE DO SUOR, COM DOSAGEM DE CLORETO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"2,5-HEXANODIONA, AVALIAO DA EXPOSIO AO HEXANO.",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
CIDO DELTA AMINOLEVULNICO (PARA CHUMBO INORGNICO) - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
CIDO DELTA AMINOLEVULNICO DESIDRATASE (PARA CHUMBO INORGNICO) - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO FENILGLIOXLICO, AVALIAO DA EXPOSIO AO ESTIRENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO HIPRICO, AVALIAO DA EXPOSIO AO TOLUENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO METILMALNICO, PESQUISA E/OU DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO MANDLICO, AVALIAO DA EXPOSIO AO ESTIRENO E AO ETILBENZENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO METIL-HIPRICO, AVALIAO DA EXPOSIO AO XILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
CIDO SALICLICO (SALICILATOS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CIDO TRICLOROACTICO, AVALIAO DA EXPOSIO AO TETRACLOROETILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"ARSNIO, CDMIO, COBALTO, CROMO, MANGANS, MERCRIO, NQUEL",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CARBOXIHEMOGLOBINA, AVALIAO DA EXPOSIO AO MONXIDO DE CARBONO OU DICLOROMETANO.",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
CHUMBO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"COLINESTERASE, AVALIAO DA EXPOSIO AOS INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
ETANOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
FENOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
FLOR E FLUORETOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
FORMALDEDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
METANOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
METIL-ETIL-CETONA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"P-AMINOFENOL, AVALIAO DA EXPOSIO  ANILINA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"TRICLOROCOMPOSTOS TOTAIS, AVALIAO DA EXPOSIO AO TRICLOROETANO E TRICLOROETILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
ZINCO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
ZINCOPROTOPORFIRINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAO
TERAPUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"AGENTES INFECCIOSOS NA ENCEFALITE E MENINGITE - DETECO POR PCR MULTIPLEX EM PAINEL NO
LQUOR",627/2025,17/02/2025,,Seg. Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CHLAMYDIA TRACHOMATIS, DETECO DO DNA POR TCNICAS DE HIBRIDIZAO OU PCR; CHLAMYDIA
TRACHOMATIS, ANTGENO.",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"CITOMEGALOVRUS - QUALITATIVO, POR PCR (COM DIRETRIZ DE UTILIZAO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,14,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DETECO/TIPAGEM HERPES VRUS 1 E 2 NO LQUOR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
FOCALIZAO ISOELTRICA DA TRANSFERRINA (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,120,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HEPATITE B - TESTE QUANTITATIVO (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,28,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,29,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HEPATITE C (QUALITATIVO) POR PCR OU BDNA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HEPATITE C (QUANTITATIVO) POR PCR OU BDNA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"HIV - CARGA VIRAL POR PCR, NASBA OU BDNA",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HIV - QUALITATIVO POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
"HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,31,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"HLA B27, FENOTIPAGEM/GENOTIPAGEM (COM DIRETRIZ DE UTILIZAO)","465/2021
625/2024","01/04/2021
23/12/2024",,Seg. Ambulatorial,HCO,HSO,REF,PAC,32,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HPV - TIPAGEM POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
HPV (VRUS DO PAPILOMA HUMANO) - DETECO DO DNA POR TCNICAS DE HIBRIDIZAO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"HTLV-I, POR PCR",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"MYCOBACTERIUM TUBERCULOSIS, DETECO POR PCR",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), DETECO DE RESISTNCIA A ANTIBITICOS POR PCR",480/2022,02/07/2022,,Seg. Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), PESQUISA PCR EM TEMPO REAL",480/2022,02/07/2022,,Seg. Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,129,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PCR EM TEMPO REAL PARA VRUS SINCICIAL RESPIRATRIO (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,131,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"PROTENA S TOTAL + LIVRE, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
SARS-CoV-2 (CORONAVRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,126,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TESTE DE HIBRIDIZAO COM SONDA EM LINHA (LPA 1 LINHA) (COM DIRETRIZ DE UTILIZAO),619/2024,02/01/2025,,Seg. Ambulatorial,HCO,HSO,REF,,168,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TESTE DE HIBRIDIZAO COM SONDA EM LINHA (LPA 2 LINHA) (COM DIRETRIZ DE UTILIZAO),619/2024,02/01/2025,,Seg. Ambulatorial,HCO,HSO,REF,,169,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"TESTE PARA DETECO DO VRUS MONKEYPOX (MPXV) POR BIOLOGIA MOLECULAR
(COM DIRETRIZ DE UTILIZAO",544/2022,21/09/2022,,Seg. Ambulatorial,HCO,HSO,REF,,157,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TOXOPLASMOSE - PESQUISA EM LQUIDO AMINITICO POR PCR (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,125,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
VRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,111,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TRANSFUSO AMBULATORIAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRANSFUSO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
TRANSFUSO HOSPITALAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRANSFUSO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
PLASMAFRESE TERAPUTICA - INCLUI CITAFRESE/HEMAFRESE TERAPUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
SANGRIA TERAPUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
SANGUE TOTAL RECONSTITUDO PARA EXSANGUNEO-TRANSFUSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"UNIDADE DE COMPONENTES SANGNEOS (CONCENTRADO DE HEMCIAS, PLAQUETAS OU GRANULCITOS)
IRRADIADA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE GRANULCITOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE HEMCIAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE HEMCIAS LAVADAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE HEMCIAS LEUCODEPLETADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE HEMCIAS LEUCORREDUZIDA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE CRIOPRECIPITADO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
UNIDADE DE PLASMA FRESCO CONGELADO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
AFRESE TERAPUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
ANTI-HIV I E II POR MTODO IMUNOENZIMTICO OU QUIMIOLUMINESCNCIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
CONTAGEM DE CLULAS CD34 / CD45 POSITIVAS,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
"DETECO DE HEMOGLOBINAS ANORMAIS (INVESTIGAO DE HEMOGLOBINA S E DE OUTRAS
HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
"DETERMINAO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DOAO AUTLOGA COM RECUPERAO INTRA-OPERATRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DOAO AUTLOGA PERI-OPERATRIA POR HEMODILUIO NORMOVOLMICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DOAO AUTLOGA PR-OPERATRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DOAO DE COMPONENTES POR AFRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
DOENA DE CHAGAS - TESTE IMUNOENZIMTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCNCIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAO NO SANGUE DO
DOADOR OU PROVA PR-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNSTICOS E
TERAPUTICOS"
